FMS_STATION,FMS_STATION_NAME,FMS_COST_CENTER,FMS_COST_CENTER_NAME,IFAMS_PARTITION,IFAMS_DIVISION_CODE,IFAMS_DIVISION_CODE_NAME,IFAMS_INTERNAL_ORG_CODE,IFAMS_INTERNAL_ORG_CODE_NAME,IFAMS_LOCATION_CODE,IFAMS_LOCATION_CODE_NAME,LOAD_DATE
330,MILWAUKEE WI VARO,303200,FIDUCIARY HUB,VBA,B3300001,Milwaukee Field Programs,B33003032,Fiduciary Hub - Milwaukee,532143461-00,5400 W National Ave,
330,MILWAUKEE WI VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3300001,Milwaukee Field Programs,B33003040,Compensation Service - Milwaukee,532143461-00,5400 W National Ave,
330,MILWAUKEE WI VARO,304300,PMC-OTHER/NO SPECIFIC TEAM,VBA,B3300001,Milwaukee Field Programs,B33003031,Pension Maintenance Center - Milwaukee,532143461-00,5400 W National Ave,
330,MILWAUKEE WI VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3300001,Milwaukee Field Programs,B33003080,VRES - Milwaukee,532143461-00,5400 W National Ave,
330,MILWAUKEE WI VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3300001,Milwaukee Field Programs,B33003094,Human Resources - Milwaukee,532143461-00,5400 W National Ave,
330,MILWAUKEE WI VARO,309600,VBA-SUPPORT SERVICES,VBA,B3300001,Milwaukee Field Programs,B33003096,Support Services - Milwaukee,532143461-00,5400 W National Ave,
330,MILWAUKEE WI VARO,310000,DISABILITY RATING ACTIVITYSITE,VBA,B3300001,Milwaukee Field Programs,B33003100,Disability Rating Activity Site - Milwaukee,532143461-00,5400 W National Ave,
330,MILWAUKEE WI VARO,304500,AMO-GENERAL,VBA,B3300002,Milwaukee Appeals Management,B33003045,AMO - Milwaukee,532143461-00,5400 W National Ave,
358,MANILA PI VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3580001,Manila Field Programs,B35803010,Director's Office - Manila,130200000-00,1501 Roxas Blvd,
358,MANILA PI VARO,303400,CENTRALIZED CHALLENGE TRAINING,VBA,B3580001,Manila Field Programs,B35803010,Director's Office - Manila,130200000-00,1501 Roxas Blvd,
358,MANILA PI VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3580001,Manila Field Programs,B35803040,Compensation Service - Manila,130200000-00,1501 Roxas Blvd,
358,MANILA PI VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3580001,Manila Field Programs,B35803080,VRES - Manila,130200000-00,1501 Roxas Blvd,
358,MANILA PI VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3580001,Manila Field Programs,B35803094,Human Resources - Manila,130200000-00,1501 Roxas Blvd,
358,MANILA PI VARO,309600,VBA-SUPPORT SERVICES,VBA,B3580001,Manila Field Programs,B35803096,Support Services - Manila,130200000-00,1501 Roxas Blvd,
358,MANILA PI VARO,307000,VBA-EDUCATION SERVICE,VBA,B3580003,Manila Education Service,B35803070,Education Service - Manila,130200000-00,1501 Roxas Blvd,
358,MANILA PI VARO,304500,AMO-GENERAL,VBA,B3580002,Manila Appeals Management,B35803045,AMO - Manila,130200000-00,1501 Roxas Blvd,
373,MANCHESTER NH            VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3730001,Manchester Field Programs,B37303010,Director's Office - Manchester,031012411-00,275 Chestnut St,
373,MANCHESTER NH            VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3730001,Manchester Field Programs,B37303040,Compensation Service - Manchester,031012411-00,275 Chestnut St,
373,MANCHESTER NH            VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3730001,Manchester Field Programs,B37303080,VRES - Manchester,031012411-00,275 Chestnut St,
373,MANCHESTER NH            VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3730001,Manchester Field Programs,B37303094,Human Resources - Manchester,031012411-00,275 Chestnut St,
373,MANCHESTER NH            VARO,309600,VBA-SUPPORT SERVICES,VBA,B3730001,Manchester Field Programs,B37303096,Support Services - Manchester,031012411-00,275 Chestnut St,
373,MANCHESTER NH            VARO,307000,VBA-EDUCATION SERVICE,VBA,B3730003,Manchester Education Service,B37303070,Education Service - Manchester,031012411-00,275 Chestnut St,
373,MANCHESTER NH            VARO,304500,AMO-GENERAL,VBA,B3730002,Manchester Appeals Management,B37303045,AMO - Manchester,031012411-00,275 Chestnut St,
327,LOUISVILLE KY VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3270001,Louisville Field Programs,B32703010,Director's Office - Louisville,402026200-00,"321 West Main St, Suite 390",
327,LOUISVILLE KY VARO,303000,NATIONAL CALL CENTER,VBA,B3270001,Louisville Field Programs,B32701330,National Call Center - Louisville,402026200-00,"321 West Main St, Suite 390",
327,LOUISVILLE KY VARO,303200,FIDUCIARY HUB,VBA,B3270001,Louisville Field Programs,B32703032,Fiduciary Hub - Louisville,402026200-00,"321 West Main St, Suite 390",
327,LOUISVILLE KY VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3270001,Louisville Field Programs,B32703040,Compensation Service - Louisville,402026200-00,"321 West Main St, Suite 390",
327,LOUISVILLE KY VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3270001,Louisville Field Programs,B32703080,VRES - Louisville,402026200-00,"321 West Main St, Suite 390",
327,LOUISVILLE KY VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3270001,Louisville Field Programs,B32703094,Human Resources - Louisville,402026200-00,"321 West Main St, Suite 390",
327,LOUISVILLE KY VARO,309600,VBA-SUPPORT SERVICES,VBA,B3270001,Louisville Field Programs,B32703096,Support Services - Louisville,402026200-00,"321 West Main St, Suite 390",
327,LOUISVILLE KY VARO,304500,AMO-GENERAL,VBA,B3270002,Louisville Appeals Management,B32703045,AMO - Louisville,402026200-00,"321 West Main St, Suite 390",
344,LOS ANGELES CA VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3440001,Los Angeles Field Programs,B34403010,Director's Office - Los Angeles,900243601-00,11000 Wilshire Blvd,
344,LOS ANGELES CA VARO,303000,NATIONAL CALL CENTER,VBA,B3440001,Los Angeles Field Programs,B34401330,National Call Center - Los Angeles,900243601-00,11000 Wilshire Blvd,
344,LOS ANGELES CA VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3440001,Los Angeles Field Programs,B34403040,Compensation Service - Los Angeles,900243601-00,11000 Wilshire Blvd,
344,LOS ANGELES CA VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3440001,Los Angeles Field Programs,B34403080,VRES - Los Angeles,900243601-00,11000 Wilshire Blvd,
344,LOS ANGELES CA VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3440001,Los Angeles Field Programs,B34403094,Human Resources - Los Angeles,900243601-00,11000 Wilshire Blvd,
344,LOS ANGELES CA VARO,309600,VBA-SUPPORT SERVICES,VBA,B3440001,Los Angeles Field Programs,B34403096,Support Services - Los Angeles,900243601-00,11000 Wilshire Blvd,
344,LOS ANGELES CA VARO,304500,AMO-GENERAL,VBA,B3440002,Los Angeles Appeals Management,B34403045,AMO - Los Angeles,900243601-00,11000 Wilshire Blvd,
101,VA CENTRAL OFFICE,305000,VBA-LOAN GUARANTY,VBA,B2105000,Loan Guaranty Service (LGS),B30500000,Loan Guaranty Service (LGS),200060001-00,1800 G St NW,
350,LITTLE ROCK AR VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3500001,Little Rock Field Programs,B35003010,Director's Office - Little Rock,721141756-00,"2200 Fort Roots Dr, Bldg 65",
350,LITTLE ROCK AR VARO,303000,NATIONAL CALL CENTER,VBA,B3500001,Little Rock Field Programs,B35001330,National Call Center - Little Rock,721141756-00,"2200 Fort Roots Dr, Bldg 65",
350,LITTLE ROCK AR VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3500001,Little Rock Field Programs,B35003040,Compensation Service - Little Rock,721141756-00,"2200 Fort Roots Dr, Bldg 65",
350,LITTLE ROCK AR VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3500001,Little Rock Field Programs,B35003080,VRES - Little Rock,721141756-00,"2200 Fort Roots Dr, Bldg 65",
350,LITTLE ROCK AR VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3500001,Little Rock Field Programs,B35003094,Human Resources - Little Rock,721141756-00,"2200 Fort Roots Dr, Bldg 65",
350,LITTLE ROCK AR VARO,309600,VBA-SUPPORT SERVICES,VBA,B3500001,Little Rock Field Programs,B35003096,Support Services - Little Rock,721141756-00,"2200 Fort Roots Dr, Bldg 65",
350,LITTLE ROCK AR VARO,304500,AMO-GENERAL,VBA,B3500002,Little Rock Appeals Management,B35003045,AMO - Little Rock,721141756-00,"2200 Fort Roots Dr, Bldg 65",
334,LINCOLN NE VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3340001,Lincoln Field Programs,B33403010,Director's Office - Lincoln,685014737-00,3800 Village Dr,
334,LINCOLN NE VARO,303000,NATIONAL CALL CENTER,VBA,B3340001,Lincoln Field Programs,B33401330,National Call Center - Lincoln,685014737-00,3800 Village Dr,
334,LINCOLN NE VARO,303200,FIDUCIARY HUB,VBA,B3340001,Lincoln Field Programs,B33403032,Fiduciary Hub - Lincoln,685014737-00,3800 Village Dr,
334,LINCOLN NE VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3340001,Lincoln Field Programs,B33403040,Compensation Service - Lincoln,685014737-00,3800 Village Dr,
334,LINCOLN NE VARO,304100,DAY ONE BROKERING CENTER,VBA,B3340001,Lincoln Field Programs,B33403041,Day One Brokering Center - Lincoln,685014737-00,3800 Village Dr,
334,LINCOLN NE VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3340001,Lincoln Field Programs,B33403080,VRES - Lincoln,685014737-00,3800 Village Dr,
334,LINCOLN NE VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3340001,Lincoln Field Programs,B33403094,Human Resources - Lincoln,685014737-00,3800 Village Dr,
334,LINCOLN NE VARO,309600,VBA-SUPPORT SERVICES,VBA,B3340001,Lincoln Field Programs,B33403096,Support Services - Lincoln,685014737-00,3800 Village Dr,
334,LINCOLN NE VARO,304500,AMO-GENERAL,VBA,B3340002,Lincoln Appeals Management,B33403045,AMO - Lincoln,685014737-00,3800 Village Dr,
323,JACKSON MS               VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3230001,Jackson Field Programs,B32303010,Director's Office - Jackson,392165100-00,1600 E Woodrow Wilson Ave,
323,JACKSON MS               VARO,303000,NATIONAL CALL CENTER,VBA,B3230001,Jackson Field Programs,B32301330,National Call Center - Jackson,392165100-00,1600 E Woodrow Wilson Ave,
323,JACKSON MS               VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3230001,Jackson Field Programs,B32303040,Compensation Service - Jackson,392165100-00,1600 E Woodrow Wilson Ave,
323,JACKSON MS               VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3230001,Jackson Field Programs,B32303080,VRES - Jackson,392165100-00,1600 E Woodrow Wilson Ave,
323,JACKSON MS               VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3230001,Jackson Field Programs,B32303094,Human Resources - Jackson,392165100-00,1600 E Woodrow Wilson Ave,
323,JACKSON MS               VARO,309600,VBA-SUPPORT SERVICES,VBA,B3230001,Jackson Field Programs,B32303096,Support Services - Jackson,392165100-00,1600 E Woodrow Wilson Ave,
323,JACKSON MS               VARO,304500,AMO-GENERAL,VBA,B3230002,Jackson Appeals Management,B32303045,AMO - Jackson,392165100-00,1600 E Woodrow Wilson Ave,
326,INDIANAPOLIS IN VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3260001,Indianapolis Field Programs,B32603010,Director's Office - Indianapolis,462041563-00,575 N Pennsylvania St,
326,INDIANAPOLIS IN VARO,303000,NATIONAL CALL CENTER,VBA,B3260001,Indianapolis Field Programs,B32601330,National Call Center - Indianapolis,462041563-00,575 N Pennsylvania St,
326,INDIANAPOLIS IN VARO,303200,FIDUCIARY HUB,VBA,B3260001,Indianapolis Field Programs,B32603032,Fiduciary Hub - Indianapolis,462041563-00,575 N Pennsylvania St,
326,INDIANAPOLIS IN VARO,303400,CENTRALIZED CHALLENGE TRAINING,VBA,B3260001,Indianapolis Field Programs,B32603010,Director's Office - Indianapolis,462041563-00,575 N Pennsylvania St,
326,INDIANAPOLIS IN VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3260001,Indianapolis Field Programs,B32603040,Compensation Service - Indianapolis,462041563-00,575 N Pennsylvania St,
326,INDIANAPOLIS IN VARO,304300,PMC-OTHER/NO SPECIFIC TEAM,VBA,B3260001,Indianapolis Field Programs,B32603043,Pension Maintenance Center - Indianapolis,462041563-00,575 N Pennsylvania St,
326,INDIANAPOLIS IN VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3260001,Indianapolis Field Programs,B32603080,VRES - Indianapolis,462041563-00,575 N Pennsylvania St,
326,INDIANAPOLIS IN VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3260001,Indianapolis Field Programs,B32603094,Human Resources - Indianapolis,462041563-00,575 N Pennsylvania St,
326,INDIANAPOLIS IN VARO,309600,VBA-SUPPORT SERVICES,VBA,B3260001,Indianapolis Field Programs,B32603096,Support Services Division - Indianapolis,462041563-00,575 N Pennsylvania St,
326,INDIANAPOLIS IN VARO,304500,AMO-GENERAL,VBA,B3260002,Indianapolis Appeals Management,B32603045,AMO - Indianapolis,462041563-00,575 N Pennsylvania St,
315,HUNTINGTON WV             VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3150001,Huntington Field Programs,B31503010,Director's Office - Huntington,257011392-00,640 Fourth Ave,
315,HUNTINGTON WV             VARO,303000,NATIONAL CALL CENTER,VBA,B3150001,Huntington Field Programs,B31501330,National Call Center - Huntington,257011392-00,640 Fourth Ave,
315,HUNTINGTON WV             VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3150001,Huntington Field Programs,B31503040,Compensation Service - Huntington,257011392-00,640 Fourth Ave,
315,HUNTINGTON WV             VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3150001,Huntington Field Programs,B31503080,VRES - Huntington,257011392-00,640 Fourth Ave,
315,HUNTINGTON WV             VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3150001,Huntington Field Programs,B31503094,Human Resources - Huntington,257011392-00,640 Fourth Ave,
315,HUNTINGTON WV             VARO,309600,VBA-SUPPORT SERVICES,VBA,B3150001,Huntington Field Programs,B31503096,Support Services - Huntington,257011392-00,640 Fourth Ave,
315,HUNTINGTON WV             VARO,304500,AMO-GENERAL,VBA,B3150002,Huntington Appeals Management,B31503045,AMO - Huntington,257011392-00,640 Fourth Ave,
362,HOUSTON TX VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3620001,Houston Field Programs,B36203010,Director's Office - Houston,770304200-00,6900 Almeda Rd,
362,HOUSTON TX VARO,303000,NATIONAL CALL CENTER,VBA,B3620001,Houston Field Programs,B36201330,National Call Center - Houston,770304200-00,6900 Almeda Rd,
362,HOUSTON TX VARO,303500,CENTRALIZED INTRO TO LEADERSHP,VBA,B3620001,Houston Field Programs,B36203010,Director's Office - Houston,770304200-00,6900 Almeda Rd,
362,HOUSTON TX VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3620001,Houston Field Programs,B36203040,Compensation Service - Houston,770304200-00,6900 Almeda Rd,
362,HOUSTON TX VARO,305000,VBA-LOAN GUARANTY,VBA,B3620004,Houston Loan Guaranty,B36203050,Regional Loan Center - Houston,770304200-00,6900 Almeda Rd,
362,HOUSTON TX VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3620001,Houston Field Programs,B36203080,VRES - Houston,770304200-00,6900 Almeda Rd,
362,HOUSTON TX VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3620001,Houston Field Programs,B36203094,Human Resources - Houston,770304200-00,6900 Almeda Rd,
362,HOUSTON TX VARO,309600,VBA-SUPPORT SERVICES,VBA,B3620001,Houston Field Programs,B36203096,Support Services - Houston,770304200-00,6900 Almeda Rd,
362,HOUSTON TX VARO,310000,DISABILITY RATING ACTIVITYSITE,VBA,B3620001,Houston Field Programs,B36203100,Disability Rating Activity Site - Houston,770304200-00,6900 Almeda Rd,
362,HOUSTON TX VARO,304500,AMO-GENERAL,VBA,B3620002,Houston Appeals Management,B36203045,AMO - Houston,770304200-00,6900 Almeda Rd,
459,SPARK M MATSUNAGA         VAMC,301000,VBA-EXECUTIVE DIRECTION,VBA,B3590001,Honolulu Field Programs,B35903010,Director's Office - Honolulu,968191522-00,"459 Patterson Rd, E Wing, Room 2A100C",
459,SPARK M MATSUNAGA         VAMC,303000,NATIONAL CALL CENTER,VBA,B3590001,Honolulu Field Programs,B35901330,National Call Center - Honolulu,968191522-00,"459 Patterson Rd, E Wing, Room 2A100C",
459,SPARK M MATSUNAGA         VAMC,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3590001,Honolulu Field Programs,B35903040,Compensation Service - Honolulu,968191522-00,"459 Patterson Rd, E Wing, Room 2A100C",
459,SPARK M MATSUNAGA         VAMC,305000,VBA-LOAN GUARANTY,VBA,B3590004,Honolulu Loan Guaranty,B35903050,Regional Loan Center - Honolulu,968191522-00,"459 Patterson Rd, E Wing, Room 2A100C",
459,SPARK M MATSUNAGA         VAMC,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3590001,Honolulu Field Programs,B35903080,VRES - Honolulu,968191522-00,"459 Patterson Rd, E Wing, Room 2A100C",
459,SPARK M MATSUNAGA         VAMC,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3590001,Honolulu Field Programs,B35903094,Human Resources - Honolulu,968191522-00,"459 Patterson Rd, E Wing, Room 2A100C",
459,SPARK M MATSUNAGA         VAMC,309600,VBA-SUPPORT SERVICES,VBA,B3590001,Honolulu Field Programs,B35903096,Support Services - Honolulu,968191522-00,"459 Patterson Rd, E Wing, Room 2A100C",
459,SPARK M MATSUNAGA         VAMC,310000,DISABILITY RATING ACTIVITYSITE,VBA,B3590001,Honolulu Field Programs,B35903100,Disability Rating Activity Site - Honolulu,968191522-00,"459 Patterson Rd, E Wing, Room 2A100C",
459,SPARK M MATSUNAGA         VAMC,304500,AMO-GENERAL,VBA,B3590002,Honolulu Appeals Management,B35903045,AMO - Honolulu,968191522-00,"459 Patterson Rd, E Wing, Room 2A100C",
308,HARTFORD CT VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3080001,Hartford Field Programs,B30803010,Director's Office - Hartford,061112631-00,555 Willard Ave,
308,HARTFORD CT VARO,303500,CENTRALIZED INTRO TO LEADERSHP,VBA,B3080001,Hartford Field Programs,B30803010,Director's Office - Hartford,061112631-00,555 Willard Ave,
308,HARTFORD CT VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3080001,Hartford Field Programs,B30803040,Compensation Service - Hartford,061112631-00,555 Willard Ave,
308,HARTFORD CT VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3080001,Hartford Field Programs,B30803080,VRES - Hartford,061112631-00,555 Willard Ave,
308,HARTFORD CT VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3080001,Hartford Field Programs,B30803094,Human Resources - Hartford,061112631-00,555 Willard Ave,
308,HARTFORD CT VARO,309600,VBA-SUPPORT SERVICES,VBA,B3080001,Hartford Field Programs,B30803096,Support Services - Hartford,061112631-00,555 Willard Ave,
308,HARTFORD CT VARO,304500,AMO-GENERAL,VBA,B3080002,Hartford Appeals Management,B30803045,AMO - Hartford,061112631-00,555 Willard Ave,
436,Fort Harrison RO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3360001,Fort Harrison Field Programs,B33603040,Compensation Service - Fort Harrison,596360000-00,3633 Veterans Dr,
436,Fort Harrison RO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3360001,Fort Harrison Field Programs,B33603080,VRES - Fort Harrison,596360000-00,3633 Veterans Dr,
436,Fort Harrison RO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3360001,Fort Harrison Field Programs,B33603094,Human Resources - Fort Harrison,596360000-00,3633 Veterans Dr,
436,Fort Harrison RO,309600,VBA-SUPPORT SERVICES,VBA,B3360001,Fort Harrison Field Programs,B33603096,Support Services - Fort Harrison,596360000-00,3633 Veterans Dr,
436,Fort Harrison RO,304500,AMO-GENERAL,VBA,B3360002,Fort Harrison Appeals Management,B33603045,AMO - Fort Harrison,596360000-00,3633 Veterans Dr,
437,Fargo RO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3370001,Fargo Field Programs,B33703010,Director's Office - Fargo,581022417-00,2101 Elm St,
437,Fargo RO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3370001,Fargo Field Programs,B33703040,Compensation Service - Fargo,581022417-00,2101 Elm St,
437,Fargo RO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3370001,Fargo Field Programs,B33703080,VRES - Fargo,581022417-00,2101 Elm St,
437,Fargo RO,304500,AMO-GENERAL,VBA,B3370002,Fargo Appeals Management,B33703045,AMO - Fargo,581022417-00,2101 Elm St,
101,VA CENTRAL OFFICE,307010,Education C&L Travel.,VBA,B2107000,Education Service (ES),B30700000,Education Service (ES),200060001-00,1800 G St NW,
101,VA CENTRAL OFFICE,307000,VBA-EDUCATION SERVICE,VBA,B2107000,Education Service (ES),B30700000,Education Service (ES),200060001-00,1800 G St NW,
329,DETROIT MI VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3290001,Detroit Field Programs,B32903010,Director's Office - Detroit,482262523-00,477 Michigan Ave,
329,DETROIT MI VARO,303000,NATIONAL CALL CENTER,VBA,B3290001,Detroit Field Programs,B32901330,National Call Center - Detroit,482262523-00,477 Michigan Ave,
329,DETROIT MI VARO,303400,CENTRALIZED CHALLENGE TRAINING,VBA,B3290001,Detroit Field Programs,B32903010,Director's Office - Detroit,482262523-00,477 Michigan Ave,
329,DETROIT MI VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3290001,Detroit Field Programs,B32903040,Compensation Service - Detroit,482262523-00,477 Michigan Ave,
329,DETROIT MI VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3290001,Detroit Field Programs,B32903080,VRES - Detroit,482262523-00,477 Michigan Ave,
329,DETROIT MI VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3290001,Detroit Field Programs,B32903094,Human Resources - Detroit,482262523-00,477 Michigan Ave,
329,DETROIT MI VARO,309600,VBA-SUPPORT SERVICES,VBA,B3290001,Detroit Field Programs,B32903096,Support Services - Detroit,482262523-00,477 Michigan Ave,
329,DETROIT MI VARO,304500,AMO-GENERAL,VBA,B3290002,Detroit Appeals Management,B32903045,AMO - Detroit,482262523-00,477 Michigan Ave,
333,DES MOINES IA VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3330001,Des Moines Field Programs,B33303010,Director's Office - Des Moines,503092115-00,210 Walnut St,
333,DES MOINES IA VARO,303000,NATIONAL CALL CENTER,VBA,B3330001,Des Moines Field Programs,B33301330,National Call Center - Des Moines,503092115-00,210 Walnut St,
333,DES MOINES IA VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3330001,Des Moines Field Programs,B33303040,Compensation Service - Des Moines,503092115-00,210 Walnut St,
333,DES MOINES IA VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3330001,Des Moines Field Programs,B33303080,VRES - Des Moines,503092115-00,210 Walnut St,
333,DES MOINES IA VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3330001,Des Moines Field Programs,B33303094,Human Resources - Des Moines,503092115-00,210 Walnut St,
333,DES MOINES IA VARO,309600,VBA-SUPPORT SERVICES,VBA,B3330001,Des Moines Field Programs,B33303096,Support Services - Des Moines,503092115-00,210 Walnut St,
333,DES MOINES IA VARO,310000,DISABILITY RATING ACTIVITYSITE,VBA,B3330001,Des Moines Field Programs,B33303100,Disability Rating Activity Site - Des Moines,503092115-00,210 Walnut St,
333,DES MOINES IA VARO,304500,AMO-GENERAL,VBA,B3330002,Des Moines Appeals Management,B33303045,AMO - Des Moines,503092115-00,210 Walnut St,
339,DENVER CO VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3390001,Denver Field Programs,B33903010,Director's Office - Denver,802281709-00,155 Van Gordon St,
339,DENVER CO VARO,303000,NATIONAL CALL CENTER,VBA,B3390001,Denver Field Programs,B33901330,National Call Center - Denver,802281709-00,155 Van Gordon St,
339,DENVER CO VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3390001,Denver Field Programs,B33903040,Compensation Service - Denver,802281709-00,155 Van Gordon St,
339,DENVER CO VARO,305000,VBA-LOAN GUARANTY,VBA,B3390004,Denver Loan Guaranty,B33903050,Regional Loan Center - Denver,802281709-00,155 Van Gordon St,
339,DENVER CO VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3390001,Denver Field Programs,B33903080,VRES - Denver,802281709-00,155 Van Gordon St,
339,DENVER CO VARO,309200,VBA-ADMIN SUPPORT STAFF,VBA,B3390001,Denver Field Programs,B33903092,Administration Support - Denver,802281709-00,155 Van Gordon St,
339,DENVER CO VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3390001,Denver Field Programs,B33903094,Human Resources - Denver,802281709-00,155 Van Gordon St,
339,DENVER CO VARO,309600,VBA-SUPPORT SERVICES,VBA,B3390001,Denver Field Programs,B33903096,Support Services - Denver,802281709-00,155 Van Gordon St,
339,DENVER CO VARO,304500,AMO-GENERAL,VBA,B3390002,Denver Appeals Management,B33903045,AMO - Denver,802281709-00,155 Van Gordon St,
101,VA CENTRAL OFFICE,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B2104000,Compensation Service (CS),B30400000,Compensation Service (CS),200060001-00,1800 G St NW,
319,COLUMBIA SC VARO,301000,VBA-EXECUTIVE DIRECTION,VBA,B3190001,Columbia Field Programs,B31903010,Director's Office - Columbia,292091638-00,6437 Garners Ferry Rd,
319,COLUMBIA SC VARO,303000,NATIONAL CALL CENTER,VBA,B3190001,Columbia Field Programs,B31901330,National Call Center - Columbia,292091638-00,6437 Garners Ferry Rd,
319,COLUMBIA SC VARO,303200,FIDUCIARY HUB,VBA,B3190001,Columbia Field Programs,B31903032,Fiduciary Hub - Columbia,292091638-00,6437 Garners Ferry Rd,
319,COLUMBIA SC VARO,304000,VSC-OTHER/NO SPECIFIC TEAM,VBA,B3190001,Columbia Field Programs,B31903040,Compensation Service - Columbia,292091638-00,6437 Garners Ferry Rd,
319,COLUMBIA SC VARO,308000,VOCATIONAL REHAB & EMPLOY SVC,VBA,B3190001,Columbia Field Programs,B31903080,VRES - Columbia,292091638-00,6437 Garners Ferry Rd,
319,COLUMBIA SC VARO,309200,VBA-ADMIN SUPPORT STAFF,VBA,B3190001,Columbia Field Programs,B31903092,Administration Support - Columbia,292091638-00,6437 Garners Ferry Rd,
319,COLUMBIA SC VARO,309400,HUMAN RESOURCES MANAGEMENT,VBA,B3190001,Columbia Field Programs,B31903094,Human Resources - Columbia,292091638-00,6437 Garners Ferry Rd,
319,COLUMBIA SC VARO,309600,VBA-SUPPORT SERVICES,VBA,B3190001,Columbia Field Programs,B31903096,Support Services - Columbia,292091638-00,6437 Garners Ferry Rd,
319,COLUMBIA SC VARO,304500,AMO-GENERAL,VBA,B3190002,Columbia Appeals Management,B31903045,AMO - Columbia,292091638-00,6437 Garners Ferry Rd,
